name,about,image_url,is_male,is_human,is_alien_or_creature,is_cyborg_or_robot,has_black_hair,has_blonde_hair,has_blue_hair,has_red_hair,wears_glasses,has_scar,wears_hat_or_mask,uses_swords,uses_guns,has_superpowers,can_fly,elemental_powers,is_student,is_captain_or_leader,is_villain_or_antagonist,is_intelligent,is_orphan,is_cold_or_stoic,is_pirate,is_ninja,is_detective_or_police,from_popular_shonen,is_isekai
Homura Akemi,"Age: 14-15
Blood type: B
Height: 155-159 cm
Affiliation: Mitakihara middle school
Species: Human, Magical girl 
Dislike: Incubators
Weapon: Shield (storage and timejump device), Beretta 92FS, Glock 19, IMI Desert Eagle, Skorpion VZ 61, FN Minimi, MG-42, MP40, Howa Type 89, Remington 870, M26 frag grenades, M84 flash bang grenades, pipe bombs, RPG-7, AT-4, C-4 explosives, M226 60mm MORTAR, Type 88 Surface to Ship Missiles, etc.
Famous quote: ""This world isn’t worth saving. Tragedy and sadness will never truly disappear.""

Homura is a magical girl who first appears in an apocalyptic nightmare of Madoka's. She transfers into her school the day after the dream. She is a beautiful, mysterious individual that performs exceptionally well in academics and athletics. This makes her instantly popular even though she is cold to others.

She seems to know Madoka well and wishes to prevent her from becoming a magical girl. She attacks Kyubey in the first episode, only to be stopped by Mami.


REBELLION SPOILER",https://myanimelist.net/images/characters/16/526748.jpg,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
Kaguya Shinomiya,"Birthday: January 1
Blood Type: AB
Height: 158 cm

Vice president of the student council of Shuchiin Academy, member of the Shinomiya Zaibatsu, and the daughter of the Shinomiya group, Kaguya Shinomiya is a multi-talented genius who can do anything if she sets her mind to it. Due to the way she was raised in the Shinomiya Family, she instinctively looks down on other people and thinks of ways to use them for her own benefit. Kaguya rarely interacted with other people before she joined the student council, but that has begun to change. She is an incredibly sheltered girl, resulting in her lacking in several pieces of what might be considered common sense. She still does not understand love very well, and her main objective is to make Miyuki Shirogane fall in love with and confess to her.",https://myanimelist.net/images/characters/2/504723.jpg,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0
Izuku Midoriya,"Age: 14-16
Birthday: July 15
Blood type: O
Height: 166 cm (5'5"")
Affiliation: U.A.
Quirk: One For All

Izuku Midoriya is the main protagonist of Boku no Hero Academia. Though originally born without a Quirk, he manages to catch the attention of the legendary hero All Might and has since become his close pupil and a student at UA.

Izuku is a very timid and polite boy. Due to being bullied since childhood for being born without a Quirk, he is initially portrayed as insecure, being more reserved and not self expressive, especially in front of Katsuki. However, after being accepted into UA and facing Katsuki during Battle Training, he has gradually become more confident and brave.

Izuku is also very diligent and strong willed. Since he greatly admires Heroes and has always aimed to be one, he has a habit of writing down in his notebooks all he knows about heroes and their quirks, including other UA students. He is a very caring person, and will never hesitate to rescue someone in danger, even if he knows he's not strong enough. When someone has a personal problem, Izuku will always try to help, even if it's not his business. Izuku also has the tendency to overthink with anything that grabs his attention, which makes him start mumbling to himself a lot.

(Source: Boku no Hero Academia Wiki)",https://myanimelist.net/images/characters/7/299404.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Kurapika,"Gender: Male
Age: 17 (beginning); 19 (current)
Height: 171 cm
Weight: 59 kg
Birthday: April 4
Zodiac: Aries
Hair color: blonde
Eye color: blue (1999); brown (manga &amp; 2011); scarlet (when angered)
Blood type: AB
Nen type: Conjuration; Specialization (when his eyes are Scarlet)
Abilities: Holy Chain, Dowsing Chain, Chain Jail, Judgment Chain

Kurapika is a member of the Kurta tribe who were massacred by the Phantom Troupe (The Spiders) 4 years prior the Hunter exam. The Kurta tribe was an isolated group of people whose eyes would turn scarlet when angered or excited. These scarlet eyes were known to be beautiful, being one of the seven most beautiful in the world. Because of this, the Kurta tribe was constantly pursued and eventually massacred. The eyes of the tribe members were all taken away during the massacre. Kurapika is so far the only known survivor with a heart bent on revenge. He strives to have his revenge against the Phantom Troupe as well as recover the eyes of his tribe members.

Despite having a heart full of hatred, Kurapika is very kind and loyal towards his friends. He is an extremely intelligent person but at the same time reckless. Kurapika is from the materialization nen group and from determination, increased the power of his nen ability to the point that it was formidable against the Phantom Troupe.

Kurapika can conjure a unique weapon — five chains that extend from each finger on his right hand. Some of the fingers were specially designed to deal vengeance on the Phantom Troupe. To increase his effectiveness against the formidable Phantom Troupe, Kurapika places strict Limitations on the usage of his chains. The purpose of the chain on Kurapika's index finger has yet to be revealed.

Kurapika's Techniques

Holy Chain (癒す親指の鎖 ホーリーチェーン The Healing Thumb Chain): Type Conjuration and Enhancement 
Chain Jail (束縛する中指の鎖 チェーンジェイル The Restraining Middle Finger Chain): Type Conjuration, Emission, and Manipulation 
Dowsing Chain (導く薬指の鎖 ダウジングチェーン The Guiding Ring Finger Chain): Type Conjuration 
Judgment Chain (律する小指の鎖 ジャッジメントチェーン The Arbiter Little Finger Chain): Type Conjuration, Emission, and Manipulation 
Emperor Time (絶対時間 エンペラータイム Absolute Mastery): Type Specialization",https://myanimelist.net/images/characters/3/549312.jpg,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Marin Kitagawa,"Age: 15
Birthday: March 5
Height: 164 cm

Marin Kitagawa is a popular and beautiful high school girl in Gojo's class. She is very interested in cosplay and has tried to make her own, but without much success. By chance, she discovers Gojo can sew and the two bond over their mutual enthusiasm for their respective hobbies. 

She's a dreadful cook, with a bubbly personality. Her favorite cosplayer is Juju-san, and she'll watch anime and play video games for fun.
Kitagawa-san is very emotionally mature, down to earth and respectful.",https://myanimelist.net/images/characters/3/514695.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Shouto Todoroki,"Age: 15
Birthday: January 11
Blood Type: O
Height: 176 cm (5'9"")
Affiliation: U.A.
Quirk: Half-Cold Half-Hot

Shouto Todoroki is a student at U.A. training to become a Pro Hero. He got into U.A. through a scholarship because of his powerful Quirk.

Shouto has bi-colored hair, the right side is white, the left one is red. He has a burn on his left eye. In his Hero Costume, Shouto wears a dark blue jacket, dark blue pants, a silver-colored combat vest, and white boots. He also wears a silver-colored belt with metal capsules.

(Source: Boku no Hero Academia Wiki)",https://myanimelist.net/images/characters/12/332527.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
Kaori Miyazono,"Age: 14-15
Birthday: July 4

Kaori Miyazono is one of the main protagonists of Shigatsu wa Kimi no Uso. She is a violinist who helps Kousei Arima return to the piano world after his mother's death.

Kaori Miyazono is a free-spirited violinist whose playing style reflects on her personality. She is independent, unpredictable, and short-tempered. It is also touched upon that she is passive aggressive at times. Kaori likes to depend on herself and only herself and can be seen as more of a support for others.

While considered a really sloppy violin player from a technical standpoint, such as not following music score sheets the way they are written, Kaori is an amazing violinist. Noted by one of the judges at Towa Hall during the first competition of the series, her pure abilities far exceed the others in the competition. She wields a free spirited style of performance that emphasizes emotions and artistry over the pure mechanics of music, such playing to specific tempos and dynamics originally intended by the composer. Her style of music is what rekindles Kousei's passion for the piano and inspires him to redefine himself as a musician.

In addition, she has the ability to play the melodica and has had some experience playing the piano.




(Source: Shigatsu wa Kimi no Uso Wikia)",https://myanimelist.net/images/characters/14/269375.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rin Toosaka,"Birthday: February 3
Classification: Human, Mage
Height: 159 cm (Fate/stay night), 124 cm (Fate/Zero)
Weight: 47 kg (Fate/stay night), 29 kg (Fate/Zero)
Three sizes: B77-W57-H80 (Fate/stay night)
Blood type: O
Servant: Archer
Likes: praise of her father, polishing jewelry, messing around with Shirou
Dislikes: electronics
Affiliation: Homurahara Academy, Year 2 class A
Famous quote: ""The world is just another word for the things you value around you, right? That's something I've had since I was born. If you tell me to rule such a world, I already rule it.""

Rin is a model student and idol of Shirou's school. She barely talks to other students in her school and exhibits a desire to be left alone as exemplified by her tendency to stay on the school's rooftop, away from the rest of the students. She is secretly a Magus and a Master in the Fifth Holy Grail War. In the beginning of the anime, she summons Archer for her Servant, although she originally wanted to summon Saber. Rin is reared as the successor to her family's magecraft, instructed by her father Tokiomi Toosaka to prioritize sorcery over her own interests.

Two centuries ago, the Toosaka House, in collaboration with the estates of Makiri and Einzbern, helped found the Fuyuki Holy Grail Wars. The land of Fuyuki City, which possessed the second greatest spiritual power in all Japan, was owned by Rin's ancestor, Nagato Toosaka; at the behest of the Einzberns, he provided his property as battleground for present and future wars. Nagato was a kirishitan, as well as a pupil of Zelretch; these titles gave him considerable influence in both the Mage's Association and the Church, allowing the Toosaka family to participate in the Holy Grail Wars, free from harassment by either organization.

Rin was brought up as the successor to her family's magecraft, and was instructed by her father to prioritize magecraft over her own interests. Ten years ago, Tokiomi Toosaka was selected as a Master in the 4th Holy Grail War, and Rin was entrusted to take care of the Toosaka estate until his return. Her mother, Aoi Toosaka, was left in a debilitated state from the war, so her care was left to her guardian, Kirei Kotomine. After her father was killed, Rin continued to improve her sorcery with some guidance from Kirei Kotomine. To divert attention from her private life, Rin has diligently strived to earn the admiration of her peers, even though she is secretly stingy, tomboyish, and a slacker.

The rights to the Toosaka lands were inherited by Aoi after Tokiomi's death, and subsequently inherited by Rin after Aoi's death. Kirei managed them as Rin's guardian, and because of his foolhardy and coarse management, the majority of profitable properties ended up in the hands of others. It is possible that he believed the wealth was bad for her upbringing due to following the principles of humility and poverty.

Although Rin resents the sacrifices she has endured for the sake of tradition, she is fiercely competitive and eager to prove herself as a skilled and capable magus. She was immensely disappointed at summoning Archer and ended up in a quarrel with him; however, the duo soon reconciled, set aside their differences and quickly got along.


(Source: Wikipedia)",https://myanimelist.net/images/characters/2/270529.jpg,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Tanjirou Kamado,"Age: 13 (at the start of the manga); 15 (after completing training with Sabito and Makomo)
Height: 165cm (5'4"")
Hair color: burgundy
Eye color: dark red

Tanjirou Kamado is the main protagonist of Kimetsu no Yaiba, who becomes a Demon Hunter and joins the Demon Killing Corps to hunt down the demon who murdered his family and turned his sister Nezuko into a demon.

Tanjirou is kind by nature and has been described by others as having very gentle eyes. He has a great deal of determination and will not give up once he has a goal to achieve, an example being finding a cure for Nezuko. Even though he is relatively strong on his own, he isn't opposed to asking others for help when he needs it. He is very protective of his friends and even more so of his younger sister. His biggest attribute is his ability to empathize with anyone, even demons.


(Source: Kimetsu no Yaiba Wiki)",https://myanimelist.net/images/characters/6/386735.jpg,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Subaru Natsuki,"Age: 17→18
Birthday: April 1
Height: 173 cm (5'8"")

On the way home from the convenience store, he suddenly finds himself transported into another world. He has the ability that he calls ""Return by Death"" to go back in time when he dies, with only himself being aware of the reversal of time. Despite being a hikikomori and gamer in his real world, Subaru does a bit of workout and seems to know basic hand-to-hand combat, making him not completely weak.

While Subaru tends to not read the situation, he is loyal to those he holds dear, willing to help them, even if that means taking the thorny path. He has his resolve confirmed through the many situations and circumstances he faces in the fantasy world, originally having been one to always take the ""easy"" route. As a hikikomori, he is hopeful of the possibilities that being sucked into a new realm brings, but later realizes the realities of the predicament he is in. Ultimately, he resolves himself to be faithful and protective of the ones that he cares most about.

(Source: Re:Zero Wiki)",https://myanimelist.net/images/characters/15/315153.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Kusuo Saiki,"Age: 16-17
Birthday: August 16
Height: 167 cm (may vary)
Weight: 52 kg (may vary)
Occupation: Student
School: PK Academy
Year/Course: 2nd year

Saiki has an extremely uncaring personality. As a gifted psychic that can do anything he wants, he has long stopped caring about the world; however, he has shown to be extremely cautious, as he often runs from Nendou, the only person he fears, and is prone to immediately teleporting to far away places upon spotting an insect. Saiki has a sweet tooth, especially for Coffee Jelly.

Fourteen days after his birth, Kusuo uttered his first word without moving his mouth and 1 month after birth he took his first step in midair. At the age of 1 was the first time Kusuo has voluntarily used his abilities, when his mother said they were out of mirin, Kusuo teleported away and returned with several bottles of mirin.

Saiki is a gifted psychic. Having obtained his powers since birth, the first signs of Saiki's powers came from when he was able to hear the voices of his parents and he subsequently telepathically spoke back to them. Two months later, he demonstrated the ability to walk in the air. Saiki has stated that in three days, he can wipe out humanity. The full extent of all of his abilities is unknown.

Abilities:",https://myanimelist.net/images/characters/12/337932.jpg,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Katsuki Bakugou,"Age: 14-17
Birthday: April 20
Height: 172 cm (5'7"")
Affiliation: U.A.
Quirk: Explosion
Hero Name: Great Explosion Murder God Dynamight

Katsuki is a very aggressive person and bullies Izuku Midoriya, who he also treats in some ways as a rival. He has a superiority complex and wants to be first, to be the best at everything. He doesn't like when people look down on him, as if they were superior to him, and gets mad easily. He is extremely arrogant, but also very smart and capable. He also thinks of people such as Izuku Midoriya as an obstacle on his path to becoming the greatest hero. 

(Source: Boku no Hero Academia Wikia)",https://myanimelist.net/images/characters/12/299406.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Senkuu Ishigami,"Birthdate: January 4, 2004
Height: 171 cm (188cm including his hair)
Weight: 61 kg
Blood type: AB
Hair color: white with dark green tips
Eye color: red

Senkuu is a straight-forward, confident, and highly logical individual who can come off as arrogant. Even so, his borderline-overconfidence does not cloud his judgment, as he is often backed up by his superior and vast knowledge of science. Senkuu never belittles those who are less knowledgeable than him. Rather, he encourages and inspires everyone around him to do better. Because of his charisma and caring nature, people tend to gather around him, both allies and supporters alike. However, he can act over-the-top at times when he is excited over a creation or at the discovery of something new.

(Source: Dr. Stone Wiki)",https://myanimelist.net/images/characters/4/478454.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rimuru Tempest,"Race: Human (past life) → Slime → Demon Slime 
Age: 37 (past life) → 2 (anime/manga), 3 (light novel)
Sex: male (past life) → Sexless
Title: Ruler of Monsters, Jura-Tempest Federation Chancellor, 
Divine protection: Storm Crest
Magic: Element Magic archive, Spirit Magic archive, Greater Spirit summoning, Greater Demon summoning, 
Ability:
Species Skill - Universal Sense, Universal Thread, Universal Shapeshift, Infinite Regeneration, Demon Lord Haki, Enhanced Replication
Ultimate Skill - Wisdom King Raphael, King of Gluttony Beelzebuth, Covenant King Uriel, Storm King Veldora, 
Resistance: Physical Attack Nullification, Natural Effects Nullification, Abnormal Condition Nullification, Spiritual/Mental Attack Resistance, Holy-Demonic Attack Resistance

The main protagonist of the series and Founder as well as Chancellor and King of the monster nation known as the Jura-Tempest Federation. Originally Mikami Satoru, a 37-year-old general contractor, he was stabbed by a passing robber while protecting one of his co-workers and reincarnated in a new world as a slime, one of the lowest monsters on the food chain.

In spite of the situations he finds himself in, he often tends to be very easygoing, yet calculating and cautious. A pacifist at heart, he tries to avoid casualties and save people if possible and wishes to maintain good relations with humans.


(Source: Tensei Shitara Slime Datta Ken Wiki, edited)",https://myanimelist.net/images/characters/4/495795.jpg,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Robin Nico,"Age: 28; 30
Birthdate: February 6, Aquarius
Height: 188cm (6'2"") 
Sizes: 99 - 59 - 89
Affiliation: Straw Hat Pirates; Baroque Works (former)
Position: Archaeologist
Devil Fruit: Hana Hana no Mi (Flower Flower Fruit)
Type: Paramecia
Bounty: 
Robin is the seventh member of Straw Hat's Crew. She had a bounty of 79 million beri (One Piece currency)  since she was eight years old, during an incident in which she supposedly destroyed six Buster Call ships through the use of the powers she gained by the eating the Hana Hana no Mi (Flower Flower or Blooming Blooming Fruit). The fruit's power enables her to conjure up multiple replicas of her body parts (most often her arms) upon any surface she is able to see making her very powerful and dexterous as a result. 

Robin joined the Straw Hat Pirates after Luffy saved her life, or (how she states it) Luffy forced her to live when she wanted to die. To atone for his crime, Robin demands that Luffy allow her to join his crew, to which he complies leaving every other crew member except Sanji in shock. Although feared at first, she is quickly accepted and viewed as a comrade by the crew.

Robin is actually an archaeologist of talent, and despises anyone who thoughtlessly damages any piece of history. The World Government fears her because she can decipher Poneglyphs (stones marked with glyphs from an ancient language), which contain details capable of reviving ancient weapons that have the power to destroy the world. In reality, Robin has stated that she does not care about ancient weapons, and that her dream is to find the True History written on the Rio Poneglyph.

Robin is a mysterious and serious person who appears quiet and reclusive, and the wisest in the Straw Hat's Crew. She was thought by those around her to be cold and mean, but it was proven that she is actually a kind person who always thinks before she acts. She often only speaks when something interesting or important has happened. She loves to study history, and the comfort and freedom to study and read. She is also quick to point out gross or realistically morbid facts, often creeping out Nami or Usopp. Robin is the wisest and most sensible member of the crew. She has a vast knowledge of the seas and the world, and usually keeps her head during surprising situations, allowing her to logically analyze the situation without losing her cool. This trait makes her different from the other Straw Hats, who often comically react melodramatically to unexpected happenings and hold irrational ideas and conclusions. Despite her attempts to keep herself distant, Robin has fallen for her new friends, and has taken the role of the distant den mother.",https://myanimelist.net/images/characters/16/363700.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
Yukino Yukinoshita,"Birthday: January 3
Blood type: B

Yukino is the leader of the Service Club, of which she is the sole member until Hachiman joins her. She is smart, beautiful, and is nicknamed the ""Ice-cold Beauty"" for her icy demeanor. She has a twisted sense of ""noblesse oblige,"" and believes that it is the duty of the exceptional (in other words, herself) to help the ""lost lambs"" of the world. Her personality often leads her to be disgusted at the naivety of others, particularly Yui's, and she does not hesitate to show it. Despite this, Yui still affectionately calls her ""Yukinon.""



(Source: Vistrans)",https://myanimelist.net/images/characters/4/202721.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
Emilia,"Birthday: September 23
Height: 164 cm (5'4.5"")

The main female protagonist. She is a silver-haired half-elf girl who is one of the candidates to become the next ruler in the royal election. Subaru first meets her when her insignia is stolen by Felt as she needs to possess it to be eligible to participate in the election. She introduces herself as Satella when she and Subaru met during the first timeline before introducing herself by her real name when she got her insignia back.

Emilia is good natured and likes to take care of others, though she herself refuses to admit it, instead thinking of it as her own selfishness. She is indifferent to her own appearance, leaving Puck to take care of her clothes and hair. Because her appearance is similar to the Witch of Envy, she has received unfair discrimination from others. She sometimes acts like a child and is unacquainted with the world as she used to live in the woods with other Elves, though despite this she still works hard to become a ruler.",https://myanimelist.net/images/characters/16/551926.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kurumi Tokisaki,"Birthday: June 10
Height: 157 cm (5'2"")
Code name: Nightmare
Spirit number: 3
Species: Spirit
Angel: Zafkiel
Weapon: Clock type
Astral Dress: Elohim
Affiliation: Raizen High School (temporary)
Hobbies: Killing people, teasing Shidou
Likes: Weaponry, sweets, kitties
Dislikes: Humans, AST 
Strength: 109
Consistency: 80
Spiritual power: 220
Agility: 103
Intelligence: 201
Rank: S-Class Spirit
Famous quote: ""I want his power. I want to make him mine and become one with him.""

Kurumi Tokisaki is the main antagonist in the series. She is the third Spirit to be encountered in the series and is the most dangerous and lethal spirit. She is heavily obsessed with Shidou and has the ability to manipulate time. Her codename is Nightmare. She has a split personality: that of a gentle, mysterious high school girl with a slow talking pattern, and that of a psychopathic killer. Kurumi is very aggressive in her actions, which makes it harder for Shidou to capture her. Kurumi can be described a person whose personality is hard to read, possessing a well-polished dislike of humanity that borders on mistrust, something she shared with many Spirits in their debut. She is a skilled actress, capable of putting on the façade of an innocent, curious young girl when she needs to, shown when she registered as a student at the Raizen High School, even speaking in a very polite manner; however, under that mask lies a psychotic woman, prone to fits of insane laughter that possesses no regard for human life, regarding them as a food source to restore her own time, and thus, a disposable commodity. There is a twisted justice behind her methods, however, as the people that she brutally murdered were would-be rapists and animal abusers. In hindsight, Kurumi possesses some degree of innocence that her psychotic behavior have not entirely ruined; she has a soft spot for small animals and other creatures. She once slaughtered four humans not because she needed to replenish her time, but because they were trying to kill a kitten, this is the closest to a humanizing emotion that she has. Mana reported that Kurumi is the most dangerous spirit known, who has personally killed over 10,000 people, which does not include the spacequake's victims within that statistics. Kurumi used unstated and unexplained methods to personally transfer into Shidou Itsuka's high school and classroom so she can get closer to him. Her purposes and reasons in this transfer are simple; consume Shidou Itsuka, in doing so gain their memories, goals, fears and obsessions. In some non-canon stories, the clone Shidou seduced shows some ""independent"" attitude, almost rebellious, and openly acts lovey-dovey with Shidou, which causes troubles to the ""main"" Kurumi and even leads to confrontation with her.


Kurumi has the ability to manipulate the 4th dimension, mainly time, but her main power is associated with controlling shadows. Shadow is her primary power, while Time is her secondary power in terms of usage. Combined with the power of time, she can create a clone with all her experiences, memories, abilities, etc. These clones however are shadows of her past selves who contain feelings the current Kurumi no longer possesses, Kurumi will kill these clones if they are swayed away from her goals. These clones are less powerful than Kurumi herself, as she has mentioned in the last chapter of volume 3 and in the epilogue of volume 4. She can form a single clone by shooting herself with Zafkiel or bring out all of her clones at once from a pool of shadows, which she also uses to draw them all back in and all the time they've collected. She can also call her clones partially through small fields of shadows, most often to hold someone in place and prevent them from moving. To activate any power she needs, she first needs to call her Angel (regardless of whether the Angel has been summoned already or not), and to position both of her guns just like a clock: The musket on 12 and the flintlock points at the number of the bullet. Next, she needs to shoot the bullet at the target with the hand gun. In case she needs it for herself, she will be required to shoot it at her head. She also has the ability to call and dismiss spacequakes at will, as shown in the series while she confronts Shidou on the school's rooftop.

(Source: Wikipedia, Date A Live Wiki)",https://myanimelist.net/images/characters/8/310255.jpg,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Power,"Power is a fiend and Public Safety Devil Hunter, part of Makima's squad. She's a work partner and good friend with Denji. They share an apartment alongside Aki Hayakawa. She lacks manners and often lies to avoid punishment. She's very fond of her pet cat Nyako to the point she was willing to sacrifice Denji's life to save Nyako who had been captured by a bat demon.

(Source: Chainsaw Man Wiki)",https://myanimelist.net/images/characters/7/494969.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Revy,"Revy (レヴィ), sometimes referred by her full name Rebecca (レヴェッカ), is the female protagonist of the series. She does most of the fighting for the Lagoon Company. Very little is revealed about her past, although portions can be pieced together through the series. Revy is a Chinese-American born and raised in Chinatown, Manhattan, near Mott Street, spending most of her youth as a thief and murderer. Flashbacks throughout the series reveal that Revy may have honed her skills with firearms by shooting at cans, and that her first murder may have involved shooting an unknown man while using a pillow. It is unknown whether the pillow was used to suppress the noise or to help avoid looking at her first victim.


Revy is very competitive, easily bored, and extremely ill-tempered. Unlike Rock, she is undiplomatic, believing in the use of brute force and coercion to get her way. In contrast to this, she's revealed to be highly ticklish.

Revy is a merciless and sadistic killer, without a conscience, who will kill anyone at the slightest provocation, even unarmed civilians (as seen in episode 6). Dutch once made reference to University of Texas shooter Charles Whitman in describing Revy after she slaughtered the crew of the Neo-Nazis' boat after a previous conversation with Rock brought up some unpleasant memories, resulting in an internal fit of rage - she even threatened Rock with death if he ever questions or tampers with her way of life. Of all the characters in the series, Revy uses the most foul language. She takes maniacal glee in killing anyone and everyone. She is also a heavy smoker and drinker.

She has a changing but volatile attitude towards Rock; though she respects him later in the series, she is mostly hostile towards him. She shot Rock at point blank range, but he moved her gun at the last second, during a confrontation in episode 7, and in episode 1 emptied most of a magazine in his direction while arguing with Dutch about their hostage. However, she does have a tendency to save Rock from critical situations, and later on she admits to considering Rock as family to Balalaika. It is possible that she has an attraction to Rock, based on her reactions to Eda's teasing, which appear to be jealousy.

According to CIA agents on Basilan Island, towards the end of episode 12, Revy is still notorious in the NYPD, particularly at the 27th Precinct. Since the 27th Precinct does not exist in real-life New York City, this throwaway reference may - or may not - indicate an odd connection to Dick Wolf's Law and Order franchise. This is further suggested in a later episode, when Revy specifically mentions the series.

Revy is one of the deadliest fighters in the series, whose skill with firearms and ability to dodge bullets is almost superhuman and unparallelel. There are only a few other characters, such as Roberta and Ginji, that can hold their ground against her in combat.

Her weapons of choice are a pair of modified Beretta 92FS's; which are made out of stainless steel and had their barrels extended from 4.9"" to 5.9"" each (the 5.9"" is the combat MOD barrel) and also adapted for silencers. They are engraved with ""9mm Sword Cutlass"" on both sides, as well as the Jolly Roger of the infamous pirate Calico Jack (which is also inlaid into the ivory grips), and a manufacture inscription in Thai. Due to her ambidextrous marksmanship skills, she is nicknamed ""Two Hand"" by the denizens of Roanapur. However, Revy has been seen using a variety of other firearms.

Constantly living on the edge of life, Revy has developed a rather bleak, almost nihilistic outlook on life, relying only on her own power, skills, and money. She does not believe in God or emotions. However, she seems to respect and trust her companions.

(Source: Wikipedia)",https://myanimelist.net/images/characters/10/78871.jpg,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
Houtarou Oreki,"Age: 15-16
Birthday: April 28
Height: 172 cm
Weight: 62 kg
Hair color: brown
Eye color: green
Relatives: Oreki Tomoe (sister) 
Personality: Quiet, laid-back, lazy 
Motto: ""If I don't have to do it, I won't. If I have to do it, I'll make it quick.""

Oreki is a high-schooler with messy brown hair and green eyes. Due to his very lazy lifestyle, he almost always has a tired or bored look on his face. His hair is especially very messy when he wakes up.

He is shown to be a quiet student, and never concerned about things that happen around him. Despite being shown as an average high school student, he is quite intelligent and perceptive. The reason for his usual laziness is because he wishes to ""save energy."" Even though he is shown to be quite lazy, he never leaves his homework undone, as pointed out by Satoshi. He's considered lazy and apathetic, always living on the ""gray"" side, and is not interested in any activities that might waste his time and energy. He actually never intended to join any club, but his sister ordered him to join the Classics Club to save it from being disbanded. Even though he might not seem it, he's unbelievably good at solving mysteries and seems to be able to always find a solution if he gives it a thought. He has a habit of holding his bangs whenever he's thinking about a mystery.",https://myanimelist.net/images/characters/15/308148.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
